time_eq,latitude_eq,longitude_eq,depth_eq,magnitude_eq,depth_error_eq,zone_eq,year_eq,month_eq,day_eq,min_proximity_km,avg_proximity_km,max_proximity_km,fault_count_within_50km,fault_count_within_100km,zone_fault,latitude_fault,longitude_fault,area_fault,state_fault,state_area_fault,slip_rate_mm_per_yr_fault,plate_boundary_type_fault,fault_type_fault,fault_length_km_fault,total_fault_length_fault,rock_type_fault,rock_factor_scaled_fault,soil_type_fault,soil_factor_scaled_fault,fracture_factor_scaled_fault,strain_rate_fault,seismic_hazard_fault,fault_density_fault,attenuation_factor_fault,AF_Classification_fault,zone_mismatch_flag
1999-04-07 17:17:33.410000+00:00,26.607,96.474,100,4.5,13.63067332,3,1999,4,7,176.9161108,1512.492138,2750.532807,0,0,4,28.07,95.77,,Arunachal Pradesh,83743,10,Convergent (Eastern Himalaya),Thrust (Eastern Himalaya),150,150,Metamorphic,0.006,Alluvial,0.008,0.007,6.67E-08,High,1.79,0.007,High,mismatch
1999-04-14 17:24:27.880000+00:00,30.256,79.305,10,4.9,13.63067332,3,1999,4,14,40.82644066,789.1809459,1615.633365,1,3,4,30.55,79.56,Joshimath,Uttarakhand,53483,15,Convergent (Himalayan),thrust,225,800,Schist,0.005,Colluvial,0.006,0.008,6.67E-08,High,14.96,0.0063,Medium,mismatch
1999-04-15 06:48:11.850000+00:00,25.617,93.673,43.6,4.6,13.63067332,3,1999,4,15,85.97917352,1281.740184,2467.992174,0,1,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,match
1999-04-18 17:16:36.590000+00:00,30.243,79.298,10,4.9,13.63067332,3,1999,4,18,42.38833296,789.1578707,1616.189619,1,3,4,30.55,79.56,Joshimath,Uttarakhand,53483,15,Convergent (Himalayan),thrust,225,800,Schist,0.005,Colluvial,0.006,0.008,6.67E-08,High,14.96,0.0063,Medium,mismatch
1999-05-06 18:34:58.830000+00:00,12.347,92.809,56,4.5,13.63067332,3,1999,5,6,1451.614286,2173.987235,2941.927095,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
1999-05-07 17:12:01.830000+00:00,30.109,79.346,10,4.5,13.63067332,3,1999,5,7,53.16460105,788.5456497,1610.482244,0,2,4,30.55,79.56,Joshimath,Uttarakhand,53483,15,Convergent (Himalayan),thrust,225,800,Schist,0.005,Colluvial,0.006,0.008,6.67E-08,High,14.96,0.0063,Medium,mismatch
1999-05-14 08:31:03.600000+00:00,30.32,79.318,33,4.6,13.63067332,3,1999,5,14,34.53070644,789.4504669,1614.96999,2,3,4,30.55,79.56,Joshimath,Uttarakhand,53483,15,Convergent (Himalayan),thrust,225,800,Schist,0.005,Colluvial,0.006,0.008,6.67E-08,High,14.96,0.0063,Medium,mismatch
1999-05-16 05:41:43.580000+00:00,32.505,78.425,54.8,4.5,21.6,3,1999,5,16,166.8571995,881.3273773,1844.373802,0,0,4,31.7,76.93,Mandi,Himachal Pradesh,55673,15,Convergent (Himalayan),thrust,250,775,Schist,0.005,Colluvial,0.006,0.008,6.00E-08,High,13.92,0.0063,Medium,mismatch
1999-05-28 22:52:22.760000+00:00,12.643,95.09,33,4.8,13.63067332,3,1999,5,28,1516.027479,2272.699125,3065.723868,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,match
1999-06-02 13:19:07.220000+00:00,8.761,93.882,59.8,4.5,17.6,3,1999,6,2,1718.947046,2560.368487,3337.259525,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
1999-06-09 00:31:01.870000+00:00,34.564,80.077,33,4.5,13.63067332,3,1999,6,9,411.6143511,1025.687065,2067.664557,0,0,4,30.99,78.93,Gangotri,Uttarakhand,53483,15,Convergent (Himalayan),thrust,275,800,Schist,0.005,Colluvial,0.006,0.008,5.45E-08,High,14.96,0.0063,Medium,mismatch
1999-07-12 22:51:23.980000+00:00,9.284,94.748,33,4.5,13.63067332,3,1999,7,12,1776.154428,2555.465404,3342.299682,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
1999-07-25 09:02:31.330000+00:00,12.67,92.987,33,4.5,13.63067332,3,1999,7,25,1459.679489,2153.784958,2924.165045,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
1999-08-29 02:54:37.600000+00:00,8.371,93.945,33,4.6,13.63067332,3,1999,8,29,1746.457421,2600.333628,3377.372775,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
1999-08-29 03:44:52.050000+00:00,8.355,93.826,33,5.2,13.63067332,4,1999,8,29,1736.06445,2596.083781,3371.762084,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
1999-09-12 09:00:08.160000+00:00,31.049,77.672,33,4.5,13.63067332,3,1999,9,12,57.90753867,825.8854577,1779.412795,0,2,4,30.9,77.09,Solan,Himachal Pradesh,55673,15,Convergent (Himalayan),thrust,275,775,Schist,0.005,Colluvial,0.006,0.008,5.45E-08,High,13.92,0.0063,Medium,mismatch
1999-09-21 07:48:00.930000+00:00,9.366,93.512,33,4.5,13.63067332,3,1999,9,21,1651.162718,2485.251976,3258.725849,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
1999-10-05 17:04:44.890000+00:00,26.26,91.926,33,5.2,13.63067332,4,1999,10,5,76.81056613,1126.426201,2296.366008,0,1,3,26.35,92.69,Nagaon,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
1999-10-10 05:20:18.640000+00:00,27.538,97.399,72.2,4.5,11.5,3,1999,10,10,170.793748,1589.860291,2846.914953,0,0,4,28.07,95.77,,Arunachal Pradesh,83743,10,Convergent (Eastern Himalaya),Thrust (Eastern Himalaya),150,150,Metamorphic,0.006,Alluvial,0.008,0.007,6.67E-08,High,1.79,0.007,High,mismatch
1999-11-09 16:35:35.310000+00:00,13.111,92.265,33,5,13.63067332,3,1999,11,9,1371.149638,2077.324999,2838.506405,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
1999-11-29 14:31:19.960000+00:00,33.144,75.569,33,4.7,13.63067332,3,1999,11,29,68.72717798,989.8615558,2010.186697,0,2,4,32.58,75.87,Rajouri,J&K,55538,15,Convergent (Himalayan),active_thrust,200,600,Proterozoic-Mesozoic sedimentary,0.006,Colluvial,0.006,0.008,7.50E-08,High,10.8,0.0067,High,mismatch
1999-12-07 12:09:40.410000+00:00,12.593,95.136,33,5,13.63067332,3,1999,12,7,1522.220688,2279.759919,3073.185301,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,match
2000-01-02 10:23:58.980000+00:00,27.559,92.498,33,5,13.63067332,3,2000,1,2,135.7750118,1163.288283,2365.822752,0,0,3,26.35,92.69,Nagaon,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,match
2000-01-03 22:34:12.640000+00:00,22.132,92.771,33,4.6,13.63067332,3,2000,1,3,446.5044873,1389.196969,2397.395289,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,match
2000-01-08 02:21:16.030000+00:00,34.542,78.468,35.7,4.7,11.2,3,2000,1,8,324.8525828,1029.725145,2069.852042,0,0,4,32.58,75.87,Rajouri,J&K,55538,15,Convergent (Himalayan),active_thrust,200,600,Proterozoic-Mesozoic sedimentary,0.006,Colluvial,0.006,0.008,7.50E-08,High,10.8,0.0067,High,mismatch
2000-01-25 16:43:22.950000+00:00,27.663,92.631,33,5.2,13.63067332,4,2000,1,25,146.1160899,1174.243041,2380.19094,0,0,3,26.35,92.69,Nagaon,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
2000-02-02 10:41:50.650000+00:00,12.832,92.992,33,4.7,13.63067332,3,2000,2,2,1455.301013,2139.438851,2909.971557,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2000-02-04 23:04:54.760000+00:00,12.313,95.168,33,4.7,13.63067332,3,2000,2,4,1553.536559,2306.038487,3099.634596,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,match
2000-02-19 18:55:19.160000+00:00,10.348,93.817,177.2,4.7,18.2,3,2000,2,19,1633.563301,2408.768238,3186.937004,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2000-03-09 21:29:28.950000+00:00,12.167,95.234,33,4.8,13.63067332,3,2000,3,9,1570.61257,2322.6737,3116.798117,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,match
2000-03-12 18:03:56.270000+00:00,17.099,73.672,33,5,13.63067332,3,2000,3,12,661.4845107,1621.422981,2569.424602,0,0,3,21.77,77.58,Amravati,Maharashtra,307713,0.5,Intraplate,Reverse_fault,30,30,Basalt,0.004,Black_cotton,0.006,0.005,1.67E-08,Moderate,0.1,0.005,Low,match
2000-03-18 16:38:23.180000+00:00,25.18,95.139,116.1,4.7,23,3,2000,3,18,235.9074017,1424.824531,2615.055994,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,match
2000-04-06 22:30:10.410000+00:00,17.147,73.637,10,4.9,13.63067332,3,2000,4,6,659.5579935,1619.096118,2569.730199,0,0,3,21.77,77.58,Amravati,Maharashtra,307713,0.5,Intraplate,Reverse_fault,30,30,Basalt,0.004,Black_cotton,0.006,0.005,1.67E-08,Moderate,0.1,0.005,Low,match
2000-04-09 12:00:10.760000+00:00,30.211,95.007,33,4.6,13.63067332,3,2000,4,9,249.3325685,1410.95926,2652.641645,0,0,4,28.07,95.77,,Arunachal Pradesh,83743,10,Convergent (Eastern Himalaya),Thrust (Eastern Himalaya),150,150,Metamorphic,0.006,Alluvial,0.008,0.007,6.67E-08,High,1.79,0.007,High,mismatch
2000-04-28 00:17:17.980000+00:00,31.601,78.305,33,4.6,13.63067332,3,2000,4,28,90.23513609,834.4513757,1745.297996,0,1,4,30.99,78.93,Gangotri,Uttarakhand,53483,15,Convergent (Himalayan),thrust,275,800,Schist,0.005,Colluvial,0.006,0.008,5.45E-08,High,14.96,0.0063,Medium,mismatch
2000-05-01 10:30:28.180000+00:00,13.242,92.412,33,4.7,13.63067332,3,2000,5,1,1382.892319,2072.822065,2836.047714,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2000-06-05 13:51:56.320000+00:00,9.568,92.221,54.9,4.5,13.63067332,3,2000,6,5,1516.004689,2406.000018,3163.54934,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2000-06-07 21:46:55.900000+00:00,26.856,97.238,33,6.3,13.63067332,4,2000,6,7,197.9880875,1580.891434,2827.341897,0,0,4,28.07,95.77,,Arunachal Pradesh,83743,10,Convergent (Eastern Himalaya),Thrust (Eastern Himalaya),150,150,Metamorphic,0.006,Alluvial,0.008,0.007,6.67E-08,High,1.79,0.007,High,match
2000-06-08 12:21:09.990000+00:00,26.587,97.018,33,5.1,13.63067332,4,2000,6,8,205.8878866,1563.950939,2804.524753,0,0,4,28.07,95.77,,Arunachal Pradesh,83743,10,Convergent (Eastern Himalaya),Thrust (Eastern Himalaya),150,150,Metamorphic,0.006,Alluvial,0.008,0.007,6.67E-08,High,1.79,0.007,High,match
2000-06-17 16:34:12.960000+00:00,32.024,78.437,33,4.8,13.63067332,3,2000,6,17,124.1115688,853.7254491,1790.989351,0,0,4,30.99,78.93,Gangotri,Uttarakhand,53483,15,Convergent (Himalayan),thrust,275,800,Schist,0.005,Colluvial,0.006,0.008,5.45E-08,High,14.96,0.0063,Medium,mismatch
2000-07-02 04:27:56.990000+00:00,24.51,94.686,82.5,5.2,13.63067332,4,2000,7,2,245.391431,1410.148326,2571.041724,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
2000-07-05 05:56:34.340000+00:00,34.171,79.85,33,4.6,13.63067332,3,2000,7,5,364.0579787,994.5462763,2023.862644,0,0,4,30.99,78.93,Gangotri,Uttarakhand,53483,15,Convergent (Himalayan),thrust,275,800,Schist,0.005,Colluvial,0.006,0.008,5.45E-08,High,14.96,0.0063,Medium,mismatch
2000-07-05 18:50:20.490000+00:00,33.974,79.758,33,4.7,13.63067332,3,2000,7,5,340.7701362,979.4085401,2001.987623,0,0,4,30.99,78.93,Gangotri,Uttarakhand,53483,15,Convergent (Himalayan),thrust,275,800,Schist,0.005,Colluvial,0.006,0.008,5.45E-08,High,14.96,0.0063,Medium,mismatch
2000-07-05 21:59:49.960000+00:00,34.214,79.719,33,4.5,13.63067332,3,2000,7,5,366.0280248,997.7423171,2028.69923,0,0,4,30.99,78.93,Gangotri,Uttarakhand,53483,15,Convergent (Himalayan),thrust,275,800,Schist,0.005,Colluvial,0.006,0.008,5.45E-08,High,14.96,0.0063,Medium,mismatch
2000-07-07 16:14:15.790000+00:00,34.101,79.776,33,4.7,13.63067332,3,2000,7,7,354.8956204,989.0825699,2016.099934,0,0,4,30.99,78.93,Gangotri,Uttarakhand,53483,15,Convergent (Himalayan),thrust,275,800,Schist,0.005,Colluvial,0.006,0.008,5.45E-08,High,14.96,0.0063,Medium,mismatch
2000-07-14 19:34:28.900000+00:00,8.89,93.626,33,4.5,13.63067332,3,2000,7,14,1687.393784,2535.716796,3309.872392,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2000-07-19 14:27:36.020000+00:00,12.339,92.66,51.3,4.6,13.63067332,3,2000,7,19,1436.468442,2167.235217,2933.257231,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2000-08-13 13:28:22.890000+00:00,21.458,71.123,14.3,4.7,13.63067332,3,2000,8,13,261.8416401,1443.691992,2589.473201,0,0,3,23.2,69.41,Mandvi,Gujarat,196024,2,Intraplate (Stable Region),KMF,65,225,MesozoicCenozoic_sedimentary_formations,0.006,Silty_clayey ,0.007,0.005,3.08E-08,Moderate,1.15,0.006,Medium,match
2000-08-15 12:23:35.580000+00:00,8.103,93.492,122.3,4.6,19.4,3,2000,8,15,1719.125152,2604.223706,3375.681099,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2000-08-30 05:39:47.940000+00:00,10.539,93.47,95.1,4.8,13.63067332,3,2000,8,30,1590.268751,2373.510799,3147.906071,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2000-08-31 02:08:45.950000+00:00,32.001,78.407,36.5,4.7,10.9,3,2000,8,31,122.8684543,852.7772884,1788.689557,0,0,4,30.99,78.93,Gangotri,Uttarakhand,53483,15,Convergent (Himalayan),thrust,275,800,Schist,0.005,Colluvial,0.006,0.008,5.45E-08,High,14.96,0.0063,Medium,mismatch
2000-09-05 00:32:42.900000+00:00,17.367,73.849,10,5.2,13.63067332,4,2000,9,5,626.4172323,1590.864849,2537.676964,0,0,3,21.77,77.58,Amravati,Maharashtra,307713,0.5,Intraplate,Reverse_fault,30,30,Basalt,0.004,Black_cotton,0.006,0.005,1.67E-08,Moderate,0.1,0.005,Low,mismatch
2000-09-26 07:22:44.060000+00:00,30.998,78.13,33,4.5,13.63067332,3,2000,9,26,76.26005089,815.4732088,1735.41255,0,3,4,30.99,78.93,Gangotri,Uttarakhand,53483,15,Convergent (Himalayan),thrust,275,800,Schist,0.005,Colluvial,0.006,0.008,5.45E-08,High,14.96,0.0063,Medium,mismatch
2000-09-26 13:39:45.480000+00:00,11.137,92.414,33,4.6,13.63067332,3,2000,9,26,1458.018936,2266.37057,3028.204278,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2000-09-26 19:39:28.410000+00:00,33.377,75.614,33,4.6,13.63067332,3,2000,9,26,84.8425509,1004.604852,2011.15584,0,2,4,33.05,74.79,Poonch,J&K,55538,15,Convergent (Himalayan),active_thrust,200,600,Proterozoic-Mesozoic sedimentary,0.006,Colluvial,0.006,0.008,7.50E-08,High,10.8,0.0067,High,mismatch
2000-10-01 10:59:18.860000+00:00,9.554,93.078,86,4.5,23,3,2000,10,1,1599.30504,2446.669667,3215.193224,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2000-10-07 21:52:26.350000+00:00,10.084,92.904,45.4,4.6,13.63067332,3,2000,10,7,1555.531409,2388.391757,3155.41321,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2000-10-09 02:30:00.570000+00:00,10.002,92.952,33,5.9,13.63067332,4,2000,10,9,1564.288078,2398.397565,3165.920142,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2000-10-09 21:50:46.470000+00:00,9.953,92.965,33,4.7,13.63067332,3,2000,10,9,1567.996055,2403.633005,3171.25831,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2000-10-10 06:11:32.700000+00:00,23.08,82.728,33,4.5,13.63067332,3,2000,10,10,310.27051,970.3068863,1419.800156,0,0,2,22.12,79.89,Seoni,Madhya Pradesh,308245,0.5,Intraplate,Reverse_fault,100,100,Basalt,0.004,Black_cotton,0.006,0.005,5.00E-09,Low,0.32,0.005,Low,mismatch
2000-10-10 12:55:12.700000+00:00,9.903,92.908,33,4.6,13.63067332,3,2000,10,10,1564.923236,2405.645799,3172.500928,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2000-10-10 23:56:37.210000+00:00,9.943,92.895,33,4.7,13.63067332,3,2000,10,10,1561.645572,2401.256057,3167.997012,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2000-10-11 11:13:12.990000+00:00,9.962,93.059,80.1,4.6,21.3,3,2000,10,11,1576.760455,2407.271977,3176.06904,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2000-10-12 00:08:00.620000+00:00,32.572,78.17,33,4.7,13.63067332,3,2000,10,12,151.7664559,887.7795651,1853.995546,0,0,4,31.7,76.93,Mandi,Himachal Pradesh,55673,15,Convergent (Himalayan),thrust,250,775,Schist,0.005,Colluvial,0.006,0.008,6.00E-08,High,13.92,0.0063,Medium,mismatch
2000-10-12 07:54:39.630000+00:00,9.98,92.86,51.3,5.3,15.6,4,2000,10,12,1556.371756,2396.110607,3162.457293,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2000-10-12 08:18:04.390000+00:00,10.068,92.866,33,4.8,13.63067332,3,2000,10,12,1552.590102,2388.095956,3154.622523,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2000-10-12 10:00:37.710000+00:00,9.845,92.962,33,4.7,13.63067332,3,2000,10,12,1573.118921,2413.67676,3181.133695,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2000-10-16 22:33:09.530000+00:00,23.28,80.3,33,4.7,13.63067332,3,2000,10,16,135.6697741,964.9564413,1637.722256,0,0,2,22.12,79.89,Seoni,Madhya Pradesh,308245,0.5,Intraplate,Reverse_fault,100,100,Basalt,0.004,Black_cotton,0.006,0.005,5.00E-09,Low,0.32,0.005,Low,mismatch
2000-10-26 08:54:30.770000+00:00,10.516,92.782,48.4,4.8,14.6,3,2000,10,26,1522.772501,2341.985198,3107.960328,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2000-11-02 17:08:49.100000+00:00,12.688,95.282,33,5,13.63067332,3,2000,11,2,1514.047509,2280.195883,3074.967324,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,match
2000-11-05 12:47:04.530000+00:00,9.938,92.978,33,5.6,13.63067332,4,2000,11,5,1570.016448,2405.665128,3173.433611,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2000-11-06 18:46:06.570000+00:00,9.859,92.95,33,4.7,13.63067332,3,2000,11,6,1571.240987,2411.786739,3179.111705,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2000-11-13 08:56:49.030000+00:00,21.692,92.908,33,5.5,13.63067332,4,2000,11,13,494.7775353,1427.125636,2418.123652,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
2001-01-26 03:16:40.500000+00:00,23.419,70.232,16,7.7,13.63067332,5,2001,1,26,70.29602113,1393.256626,2604.437521,0,2,3,23.51,69.55,Bhuj,Gujarat,196024,2,Intraplate (Stable Region),reverse (low-angle),160,225,sandstone-shale sequence,0.006,Alluvial,0.008,0.005,1.25E-08,Moderate,1.15,0.0063,Medium,mismatch
2001-01-26 03:33:29.170000+00:00,23.245,69.836,10,5.3,13.63067332,4,2001,1,26,41.47782184,1427.322538,2648.761936,2,2,3,23.51,69.55,Bhuj,Gujarat,196024,2,Intraplate (Stable Region),reverse (low-angle),160,225,sandstone-shale sequence,0.006,Alluvial,0.008,0.005,1.25E-08,Moderate,1.15,0.0063,Medium,mismatch
2001-01-26 03:58:59.250000+00:00,23.262,69.967,10,4.9,13.63067332,3,2001,1,26,50.71234626,1417.799724,2635.416668,0,2,3,23.51,69.55,Bhuj,Gujarat,196024,2,Intraplate (Stable Region),reverse (low-angle),160,225,sandstone-shale sequence,0.006,Alluvial,0.008,0.005,1.25E-08,Moderate,1.15,0.0063,Medium,match
2001-01-26 04:23:41.970000+00:00,23.272,69.964,10,5.2,13.63067332,4,2001,1,26,49.85528086,1417.528869,2635.381736,1,2,3,23.51,69.55,Bhuj,Gujarat,196024,2,Intraplate (Stable Region),reverse (low-angle),160,225,sandstone-shale sequence,0.006,Alluvial,0.008,0.005,1.25E-08,Moderate,1.15,0.0063,Medium,mismatch
