time_eq,latitude_eq,longitude_eq,depth_eq,magnitude_eq,depth_error_eq,zone_eq,year_eq,month_eq,day_eq,min_proximity_km,avg_proximity_km,max_proximity_km,fault_count_within_50km,fault_count_within_100km,zone_fault,latitude_fault,longitude_fault,area_fault,state_fault,state_area_fault,slip_rate_mm_per_yr_fault,plate_boundary_type_fault,fault_type_fault,fault_length_km_fault,total_fault_length_fault,rock_type_fault,rock_factor_scaled_fault,soil_type_fault,soil_factor_scaled_fault,fracture_factor_scaled_fault,strain_rate_fault,seismic_hazard_fault,fault_density_fault,attenuation_factor_fault,AF_Classification_fault,zone_mismatch_flag
1905-04-04 00:49:59.230000+00:00,32.597,76.916,20,7.9,25,5,1905,4,4,70.5871057,909.9198407,1875.235583,0,3,4,32.21,76.32,Dharamshala,Himachal Pradesh,55673,15,Convergent (Himalayan),thrust,250,775,Schist,0.005,Colluvial,0.006,0.008,6.00E-08,High,13.92,0.0063,Medium,mismatch
1905-09-26 01:25:59.570000+00:00,28.784,75.157,20,6.9,25,4,1905,9,26,300.1861642,935.8574979,2014.749978,0,0,4,30.9,77.09,Solan,Himachal Pradesh,55673,15,Convergent (Himalayan),thrust,275,775,Schist,0.005,Colluvial,0.006,0.008,5.45E-08,High,13.92,0.0063,Medium,match
1906-02-27 19:41:19.560000+00:00,31.894,76.112,15,6.61,15.1,4,1906,2,27,40.23592967,900.4614918,1937.554365,1,3,4,32.21,76.32,Dharamshala,Himachal Pradesh,55673,15,Convergent (Himalayan),thrust,250,775,Schist,0.005,Colluvial,0.006,0.008,6.00E-08,High,13.92,0.0063,Medium,match
1906-05-12 05:48:44.320000+00:00,26.228,94.522,35,6.51,25,4,1906,5,12,148.2030731,1341.054792,2554.764685,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
1906-06-10 20:49:34.160000+00:00,14.224,93.087,35,5.75,4.4,4,1906,6,10,1325.00961,2020.99942,2793.161719,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
1906-08-31 14:57:23.960000+00:00,26.832,97.246,15,6.44,9,4,1906,8,31,200.4013703,1581.964907,2828.038473,0,0,4,28.07,95.77,,Arunachal Pradesh,83743,10,Convergent (Eastern Himalaya),Thrust (Eastern Himalaya),150,150,Metamorphic,0.006,Alluvial,0.008,0.007,6.67E-08,High,1.79,0.007,High,match
1908-12-12 12:54:55.960000+00:00,26.72,97.117,15,7.18,6.8,5,1908,12,12,200.5412576,1571.291329,2814.81337,0,0,4,28.07,95.77,,Arunachal Pradesh,83743,10,Convergent (Eastern Himalaya),Thrust (Eastern Himalaya),150,150,Metamorphic,0.006,Alluvial,0.008,0.007,6.67E-08,High,1.79,0.007,High,mismatch
0,30.993,80.336,20,6.55,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mismatch
1914-03-28 10:44:47.030000+00:00,25.438,96.356,15,6.47,20.3,4,1914,3,28,298.39148,1527.434162,2737.104053,0,0,4,28.07,95.77,,Arunachal Pradesh,83743,10,Convergent (Eastern Himalaya),Thrust (Eastern Himalaya),150,150,Metamorphic,0.006,Alluvial,0.008,0.007,6.67E-08,High,1.79,0.007,High,match
1914-10-09 02:39:13.480000+00:00,32.313,76.037,20,6.26,14.4,4,1914,10,9,28.97021834,920.5656584,1951.198669,2,2,4,32.21,76.32,Dharamshala,Himachal Pradesh,55673,15,Convergent (Himalayan),thrust,250,775,Schist,0.005,Colluvial,0.006,0.008,6.00E-08,High,13.92,0.0063,Medium,match
1914-10-11 16:17:00.450000+00:00,11.428,93.604,35,5.97,25,4,1914,10,11,1566.689653,2298.53747,3075.372338,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
1915-08-12 09:16:58.150000+00:00,7.475,91.516,15,6.2,25,4,1915,8,12,1580.018469,2580.19433,3325.202712,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
1915-12-03 02:39:23.440000+00:00,27.844,91.752,15,6.56,25,4,1915,12,3,190.3111949,1111.555434,2296.990878,0,0,3,26.35,92.69,Nagaon,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
1916-10-21 19:25:16.260000+00:00,9.349,93.609,15,6.35,32.8,4,1916,10,21,1661.462626,2491.583227,3266.162095,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
1917-04-12 02:55:25.640000+00:00,24.435,94.19,35,6.21,17,4,1917,4,12,222.0583745,1371.249034,2521.164675,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
1917-05-09 21:46:02.540000+00:00,33.336,77.958,15,5.94,25,4,1917,5,9,197.8073607,941.6742893,1940.536425,0,0,4,32.21,76.32,Dharamshala,Himachal Pradesh,55673,15,Convergent (Himalayan),thrust,250,775,Schist,0.005,Colluvial,0.006,0.008,6.00E-08,High,13.92,0.0063,Medium,match
1917-07-04 22:09:20.490000+00:00,12.487,93.373,35,6.2,12.2,4,1917,7,4,1505.59971,2190.440562,2965.391137,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
1922-10-17 06:38:01.530000+00:00,12.194,95.707,20,6.41,25,4,1922,10,17,1575.654943,2348.446266,3146.701812,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
1925-05-13 23:54:36.530000+00:00,10.771,92.132,25,6.02,4,4,1925,5,13,1446.401366,2287.638078,3045.326794,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
1925-06-28 13:41:52.150000+00:00,10.961,92.821,35,5.91,25,4,1925,6,28,1506.552877,2302.27341,3069.207056,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
1926-05-10 08:19:01.790000+00:00,26.561,96.428,15,5.72,6.5,4,1926,5,10,179.944944,1508.941509,2745.789144,0,0,4,28.07,95.77,,Arunachal Pradesh,83743,10,Convergent (Eastern Himalaya),Thrust (Eastern Himalaya),150,150,Metamorphic,0.006,Alluvial,0.008,0.007,6.67E-08,High,1.79,0.007,High,match
1926-05-29 22:37:33.770000+00:00,14.725,92.278,15,5.73,6.4,4,1926,5,29,1271.761184,1933.980308,2695.592048,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
1926-07-06 21:20:39.800000+00:00,11.336,92.638,35,5.51,5.7,4,1926,7,6,1472.142282,2258.538937,3023.489142,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
1926-08-18 23:58:55.340000+00:00,24.765,94.282,35,5.59,8.1,4,1926,8,18,197.2944553,1365.118133,2529.423609,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
1926-10-23 14:30:26.850000+00:00,24.366,92.822,15,5.67,25,4,1926,10,23,198.4745088,1265.04009,2382.957255,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
1927-02-13 03:33:32.510000+00:00,24.843,93.834,35,5.54,15.6,4,1927,2,13,164.7727394,1324.079349,2484.050205,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
1927-06-02 16:37:31.260000+00:00,23.446,81.894,15,6.08,25,4,1927,6,2,252.8748113,948.5407714,1480.49713,0,0,2,22.12,79.89,Seoni,Madhya Pradesh,308245,0.5,Intraplate,Reverse_fault,100,100,Basalt,0.004,Black_cotton,0.006,0.005,5.00E-09,Low,0.32,0.005,Low,mismatch
1927-11-18 11:01:29.520000+00:00,21.404,67.43,15,5.66,25,4,1927,11,18,285.2532404,1715.021073,2948.904029,0,0,3,23.2,69.41,Mandvi,Gujarat,196024,2,Intraplate (Stable Region),KMF,65,225,MesozoicCenozoic_sedimentary_formations,0.006,Silty_clayey ,0.007,0.005,3.08E-08,Moderate,1.15,0.006,Medium,mismatch
1928-05-19 03:28:44.370000+00:00,12.115,92.773,35,5.67,11.1,4,1928,5,19,1455.921335,2193.359421,2960.679856,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
1928-07-09 15:47:56.300000+00:00,26.692,95.096,25,5.5,25,4,1928,7,9,167.0534549,1384.698746,2614.10707,0,0,4,28.07,95.77,,Arunachal Pradesh,83743,10,Convergent (Eastern Himalaya),Thrust (Eastern Himalaya),150,150,Metamorphic,0.006,Alluvial,0.008,0.007,6.67E-08,High,1.79,0.007,High,match
1928-08-30 12:12:27.400000+00:00,26.564,95.866,15,5.51,14.1,4,1928,8,30,167.7281254,1456.763057,2689.940936,0,0,4,28.07,95.77,,Arunachal Pradesh,83743,10,Convergent (Eastern Himalaya),Thrust (Eastern Himalaya),150,150,Metamorphic,0.006,Alluvial,0.008,0.007,6.67E-08,High,1.79,0.007,High,match
1929-01-14 09:45:30.050000+00:00,31.218,77.292,15,5.6,54.4,4,1929,1,14,40.25613142,839.2689475,1817.415486,1,2,4,30.9,77.09,Solan,Himachal Pradesh,55673,15,Convergent (Himalayan),thrust,275,775,Schist,0.005,Colluvial,0.006,0.008,5.45E-08,High,13.92,0.0063,Medium,match
1929-03-25 03:47:14.030000+00:00,29.942,95.101,25,5.65,12.6,4,1929,3,25,218.0855843,1411.232722,2656.03639,0,0,4,28.07,95.77,,Arunachal Pradesh,83743,10,Convergent (Eastern Himalaya),Thrust (Eastern Himalaya),150,150,Metamorphic,0.006,Alluvial,0.008,0.007,6.67E-08,High,1.79,0.007,High,match
1929-04-30 18:48:55.560000+00:00,12.733,95.505,15,5.6,4.8,4,1929,4,30,1512.89489,2289.720888,3086.445463,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
1929-08-01 05:01:50.020000+00:00,9.757,92.872,35,6.12,12.5,4,1929,8,1,1568.827698,2417.747076,3183.972963,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
1930-06-25 00:49:09.790000+00:00,25.179,72.897,15,5.44,25,4,1930,6,25,386.5187486,1156.721326,2292.825819,0,0,3,23.51,69.55,Bhuj,Gujarat,196024,2,Intraplate (Stable Region),reverse (low-angle),160,225,sandstone-shale sequence,0.006,Alluvial,0.008,0.005,1.25E-08,Moderate,1.15,0.0063,Medium,mismatch
1930-07-02 21:03:43.070000+00:00,25.807,90.168,15,6.96,13.8,5,1930,7,2,45.17296142,1022.057052,2117.942776,1,2,3,26.05,90.53,Dhubri,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
1930-07-03 00:18:58.420000+00:00,25.536,90.035,15,5.78,25,4,1930,7,3,75.64762599,1025.442796,2103.017393,0,1,3,26.05,90.53,Dhubri,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
1930-07-08 09:42:52.200000+00:00,25.531,90.278,15,5.42,25,4,1930,7,8,62.98426618,1039.175836,2127.347242,0,1,3,26.05,90.53,Dhubri,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
1930-07-11 07:06:22.320000+00:00,23.885,93.169,15,5.62,5.8,4,1930,7,11,251.0815472,1315.819085,2420.352123,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
1930-07-13 14:00:12.410000+00:00,26.697,90.481,15,5.49,25,4,1930,7,13,26.43548862,1020.524303,2157.000436,1,2,3,26.47,90.56,Bongaigaon,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
1930-09-22 14:19:12.090000+00:00,24.908,93.862,35,6.18,15.6,4,1930,9,22,159.9053058,1323.771148,2486.7719,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
1930-12-13 16:28:33.280000+00:00,9.092,94.026,15,5.69,8,4,1930,12,13,1715.275678,2536.343397,3315.291453,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
1931-01-27 20:09:20.010000+00:00,25.872,96.764,15,7.58,4.8,5,1931,1,27,263.5071874,1554.131062,2777.881153,0,0,4,28.07,95.77,,Arunachal Pradesh,83743,10,Convergent (Eastern Himalaya),Thrust (Eastern Himalaya),150,150,Metamorphic,0.006,Alluvial,0.008,0.007,6.67E-08,High,1.79,0.007,High,mismatch
1931-01-30 03:32:33.300000+00:00,25.895,97.045,15,5.5,4.8,4,1931,1,30,272.8545048,1579.919654,2806.001366,0,0,4,28.07,95.77,,Arunachal Pradesh,83743,10,Convergent (Eastern Himalaya),Thrust (Eastern Himalaya),150,150,Metamorphic,0.006,Alluvial,0.008,0.007,6.67E-08,High,1.79,0.007,High,match
1931-02-13 22:17:35.200000+00:00,12.88,95.07,15,5.69,25,4,1931,2,13,1489.625199,2250.9684,3043.892929,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
1932-02-05 13:43:31.530000+00:00,25.539,96.118,15,5.65,25,4,1932,2,5,283.5454984,1502.708081,2713.144486,0,0,4,28.07,95.77,,Arunachal Pradesh,83743,10,Convergent (Eastern Himalaya),Thrust (Eastern Himalaya),150,150,Metamorphic,0.006,Alluvial,0.008,0.007,6.67E-08,High,1.79,0.007,High,match
1932-03-04 23:20:53.690000+00:00,33.47,80.672,15,5.81,25,4,1932,3,4,320.7559601,947.4512217,1947.577764,0,0,4,30.99,78.93,Gangotri,Uttarakhand,53483,15,Convergent (Himalayan),thrust,275,800,Schist,0.005,Colluvial,0.006,0.008,5.45E-08,High,14.96,0.0063,Medium,match
1932-03-06 00:18:00.870000+00:00,25.474,92.542,15,5.73,25,4,1932,3,6,89.27197338,1194.863134,2354.225229,0,2,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
1932-03-27 08:44:35.490000+00:00,24.064,91.887,15,5.68,25,4,1932,3,27,258.3874181,1213.343433,2289.328324,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
1932-09-20 15:43:31.400000+00:00,7.992,93.56,35,5.8,15.6,4,1932,9,20,1732.010894,2618.031373,3390.115235,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
1932-11-09 18:30:11.710000+00:00,26.449,91.649,15,5.84,25,4,1932,11,9,104.2651913,1103.390316,2270.289089,0,0,3,26.35,92.69,Nagaon,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
1932-12-11 04:25:57.670000+00:00,8.656,94.04,15,5.96,5.8,4,1932,12,11,1739.802237,2578.048175,3356.550868,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
1933-03-06 13:05:33.670000+00:00,25.651,90.365,15,5.93,25,4,1933,3,6,47.33958664,1039.241572,2136.694863,1,2,3,26.05,90.53,Dhubri,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
1934-06-02 05:54:25.080000+00:00,25.173,94.922,35,5.84,14.6,4,1934,6,2,217.1254216,1405.752879,2593.227737,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
1935-03-05 22:15:56.510000+00:00,29.822,80.371,15,6.04,11.9,4,1935,3,5,112.378943,790.037937,1541.122555,0,0,4,30.55,79.56,Joshimath,Uttarakhand,53483,15,Convergent (Himalayan),thrust,225,800,Schist,0.005,Colluvial,0.006,0.008,6.67E-08,High,14.96,0.0063,Medium,match
1935-03-15 10:33:55.740000+00:00,29.621,79.672,15,5.53,25,4,1935,3,15,103.8607503,788.0655633,1576.085085,0,0,4,30.55,79.56,Joshimath,Uttarakhand,53483,15,Convergent (Himalayan),thrust,225,800,Schist,0.005,Colluvial,0.006,0.008,6.67E-08,High,14.96,0.0063,Medium,match
1935-04-23 16:45:36.170000+00:00,24.175,94.376,35,5.77,18.6,4,1935,4,23,256.552621,1398.440696,2541.178803,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
1936-04-19 09:04:03.080000+00:00,10.116,92.735,35,6.48,25,4,1936,4,19,1537.370708,2377.389884,3142.316422,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
1936-05-10 05:56:24.030000+00:00,26.245,96.904,15,5.77,4.8,4,1936,5,10,231.8759913,1559.262476,2792.305213,0,0,4,28.07,95.77,,Arunachal Pradesh,83743,10,Convergent (Eastern Himalaya),Thrust (Eastern Himalaya),150,150,Metamorphic,0.006,Alluvial,0.008,0.007,6.67E-08,High,1.79,0.007,High,match
1936-06-18 14:56:23.700000+00:00,26.454,90.103,15,5.51,25,4,1936,6,18,45.52689999,1001.101338,2116.970462,1,2,3,26.47,90.56,Bongaigaon,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
1936-06-19 16:34:48.540000+00:00,26.26,96.784,15,5.84,6.8,4,1936,6,19,224.8740404,1547.698166,2780.369679,0,0,4,28.07,95.77,,Arunachal Pradesh,83743,10,Convergent (Eastern Himalaya),Thrust (Eastern Himalaya),150,150,Metamorphic,0.006,Alluvial,0.008,0.007,6.67E-08,High,1.79,0.007,High,match
1937-03-09 20:19:27.190000+00:00,28.386,91.947,15,5.52,25,4,1937,3,9,237.9833946,1134.000695,2324.882452,0,0,3,26.35,92.69,Nagaon,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
1937-03-21 16:12:08.470000+00:00,26.057,93.461,25,5.84,25,4,1937,3,21,43.04113341,1250.666212,2448.20632,1,2,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
1937-08-31 14:15:11.190000+00:00,25.957,96.731,15,6.5,25,4,1937,8,31,253.505714,1549.095565,2774.63667,0,0,4,28.07,95.77,,Arunachal Pradesh,83743,10,Convergent (Eastern Himalaya),Thrust (Eastern Himalaya),150,150,Metamorphic,0.006,Alluvial,0.008,0.007,6.67E-08,High,1.79,0.007,High,match
1937-09-09 23:37:38.690000+00:00,25.209,94.324,55,5.65,8.1,4,1937,9,9,165.1493365,1351.93747,2533.032638,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
1937-10-20 01:23:48.060000+00:00,30.913,78.228,15,5.92,12.4,4,1937,10,20,67.48877975,811.5453644,1725.096902,0,2,4,30.99,78.93,Gangotri,Uttarakhand,53483,15,Convergent (Himalayan),thrust,275,800,Schist,0.005,Colluvial,0.006,0.008,5.45E-08,High,14.96,0.0063,Medium,match
1937-11-15 21:37:28.920000+00:00,34.726,78.238,30,6.35,25,4,1937,11,15,323.9862568,1047.499159,2091.916438,0,0,4,32.58,75.87,Rajouri,J&K,55538,15,Convergent (Himalayan),active_thrust,200,600,Proterozoic-Mesozoic sedimentary,0.006,Colluvial,0.006,0.008,7.50E-08,High,10.8,0.0067,High,match
1938-03-01 04:24:37.940000+00:00,11.291,91.584,15,5.51,25,4,1938,3,1,1368.108086,2213.884384,2964.330572,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
1938-03-14 00:48:28.920000+00:00,21.526,75.687,15,6.08,25,4,1938,3,14,197.5166866,1196.272571,2150.414398,0,0,3,21.77,77.58,Amravati,Maharashtra,307713,0.5,Intraplate,Reverse_fault,30,30,Basalt,0.004,Black_cotton,0.006,0.005,1.67E-08,Moderate,0.1,0.005,Low,mismatch
1938-05-06 03:41:11.880000+00:00,24.213,94.242,35,5.5,8.1,4,1938,5,6,246.0521374,1385.533491,2527.408907,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
1938-10-07 06:11:33.960000+00:00,9.409,93.746,15,5.62,32.8,4,1938,10,7,1671.719717,2492.685854,3268.914368,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
1938-10-07 10:53:43.650000+00:00,9.049,93.466,15,5.5,7.4,4,1938,10,7,1663.449115,2512.962211,3285.473093,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
1938-10-07 16:23:48.400000+00:00,9.544,93.732,35,6.08,32.8,4,1938,10,7,1663.524241,2479.336664,3255.579422,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
1938-10-09 20:39:11.020000+00:00,9.579,94.245,15,5.59,9.6,4,1938,10,9,1712.174001,2501.976063,3283.936961,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
1938-11-21 01:11:32.070000+00:00,29.889,95.138,15,6.26,12.6,4,1938,11,21,211.3986453,1412.881351,2658.505296,0,0,4,28.07,95.77,,Arunachal Pradesh,83743,10,Convergent (Eastern Himalaya),Thrust (Eastern Himalaya),150,150,Metamorphic,0.006,Alluvial,0.008,0.007,6.67E-08,High,1.79,0.007,High,match
1939-05-27 03:45:46.140000+00:00,24.414,94.051,65.7,6.15,6,4,1939,5,27,217.1788145,1360.587479,2507.181942,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
1939-06-19 21:56:51.400000+00:00,23.327,93.252,15,5.88,5.7,4,1939,6,19,313.5234571,1352.18316,2432.832138,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
